username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,followers
humaspralon,,,190,355,908,2021-10-06 08:34:38,2022-03-21 08:14:30,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 16 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polsek Kemlagi Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto https://t.co/lkPbswNEU3","[{'text': 'Penling', 'indices': [146, 154]}, {'text': 'Bhabinkamtibmas', 'indices': [155, 171]}, {'text': 'PamorKeris', 'indices': [172, 183]}, {'text': 'Swab', 'indices': [184, 189]}, {'text': 'PolresMojokertoKota', 'indices': [190, 210]}, {'text': 'Prokes', 'indices': [211, 218]}, {'text': 'LawanCovid19', 'indices': [219, 232]}, {'text': 'Vaksin', 'indices': [233, 240]}, {'text': 'PolriPresisi', 'indices': [241, 254]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [255, 277]}]"
DeasokaNews,"Website berita Sabah, liputan komprehensif dan isu semasa melangkaui Borneo.",,451,308,3560,2021-07-30 05:03:14,2022-03-21 07:55:16,0,"DUN Sabah: Sikap tunggu dan lihat, terpengaruh berita palsu punca vaksinasi kanak-kanak rendah

@DeasokaNews
#deasoka #DUNsabah #persidangan #shahelmey #vaksin #kanakkanak #covid19 #sabah #BreakingNews https://t.co/8g65dmMW7M","[{'text': 'deasoka', 'indices': [109, 117]}, {'text': 'DUNsabah', 'indices': [118, 127]}, {'text': 'persidangan', 'indices': [128, 140]}, {'text': 'shahelmey', 'indices': [141, 151]}, {'text': 'vaksin', 'indices': [152, 159]}, {'text': 'kanakkanak', 'indices': [160, 171]}, {'text': 'covid19', 'indices': [172, 180]}, {'text': 'sabah', 'indices': [181, 187]}, {'text': 'BreakingNews', 'indices': [188, 201]}]"
Kejora2015,,,306,301,28111,2014-10-28 01:57:19,2022-03-21 07:52:53,1,"Anda mempunyai pertanyaan berkenaan pemberian vaksin CoronaVac (Sinovac) dalam #PICKids? Dikongsikan pautan kepada soalan-soalan lazim berkenaan PICKids CoronaVac (Sinovac):

https://t.co/FABOD1nAiF

#VaksinCovid19
#KeluargaMalaysia
#JabatanPenerangan https://t.co/WadKd9EHtk","[{'text': 'PICKids', 'indices': [95, 103]}]"
Kejora2015,,,306,301,28111,2014-10-28 01:57:19,2022-03-21 07:37:21,78,"Anda mempunyai pertanyaan berkenaan pemberian vaksin CoronaVac (Sinovac) dalam #PICKids? Dikongsikan pautan kepada soalan-soalan lazim berkenaan PICKids CoronaVac (Sinovac):

https://t.co/ikyBajdMGR

#VaksinCovid19
#KeluargaMalaysia
#JabatanPenerangan https://t.co/CzVwsSqsjN","[{'text': 'PICKids', 'indices': [96, 104]}]"
nusabalicom,Media Berita Bali Online | Official Twitter Account Harian Umum NusaBali Email: info@nusabali.com,"Denpasar, Bali",359,2199,68731,2014-07-18 01:52:35,2022-03-21 07:28:48,0,Polres Badung Fasilitasi Warga Ikut Vaksinasi https://t.co/w5T83KFuOd #berita #nusabali #Covid19 #VaksinCovid19 #Booster #VaksinBooster #PolresBadung,"[{'text': 'berita', 'indices': [70, 77]}, {'text': 'nusabali', 'indices': [78, 87]}, {'text': 'Covid19', 'indices': [88, 96]}, {'text': 'VaksinCovid19', 'indices': [97, 111]}, {'text': 'Booster', 'indices': [112, 120]}, {'text': 'VaksinBooster', 'indices': [121, 135]}, {'text': 'PolresBadung', 'indices': [136, 149]}]"
polsekkuta,,"Badung, Bali",5002,3039,6997,2020-01-27 05:40:20,2022-03-21 06:57:54,0,"Ayoo Sobat Polri Segera Vaksin Booster di Gerai Vaksin Presisi.

#divisihumaspolri #poldabali #polrestadenpasar @humasrestadps #geraivaksin #geraivaksinpresisi #vaksincovid-19 #herdimmunity https://t.co/3HqQoczwSZ","[{'text': 'divisihumaspolri', 'indices': [65, 82]}, {'text': 'poldabali', 'indices': [83, 93]}, {'text': 'polrestadenpasar', 'indices': [94, 111]}, {'text': 'geraivaksin', 'indices': [127, 139]}, {'text': 'geraivaksinpresisi', 'indices': [140, 159]}, {'text': 'vaksincovid', 'indices': [160, 172]}, {'text': 'herdimmunity', 'indices': [176, 189]}]"
Suradewata1,Bahagia itu sederhana syukuri atas nikmatNYA,,2142,966,1902,2020-04-05 14:39:15,2022-03-21 06:56:23,0,"Ayoo Sobat Polri Segera Vaksin Booster di Gerai Vaksin Presisi.

#divisihumaspolri #poldabali #polrestadenpasar @humasrestadps #geraivaksin #geraivaksinpresisi #vaksincovid-19 #herdimmunity #bersamacegahcorona #BersatuLawanCovid19 https://t.co/qcHT96vw6h","[{'text': 'divisihumaspolri', 'indices': [65, 82]}, {'text': 'poldabali', 'indices': [83, 93]}, {'text': 'polrestadenpasar', 'indices': [94, 111]}, {'text': 'geraivaksin', 'indices': [127, 139]}, {'text': 'geraivaksinpresisi', 'indices': [140, 159]}, {'text': 'vaksincovid', 'indices': [160, 172]}, {'text': 'herdimmunity', 'indices': [176, 189]}, {'text': 'bersamacegahcorona', 'indices': [190, 209]}, {'text': 'BersatuLawanCovid19', 'indices': [210, 230]}]"
mshofff,"♉ |
'98 |
💜","Sidoarjo, Indonesia",94,43,150,2018-09-18 13:50:34,2022-03-21 06:49:23,2,"Info vaksin Dosis 2 AstraZeneca wilayah Sidoarjo,Surabaya, Lamongan dong gaisss 🥰🙏 

#Vaksin #vaksinastrazeneca #AstraZeneca #infovaksin","[{'text': 'Vaksin', 'indices': [85, 92]}, {'text': 'vaksinastrazeneca', 'indices': [93, 111]}, {'text': 'AstraZeneca', 'indices': [112, 124]}, {'text': 'infovaksin', 'indices': [125, 136]}]"
DrAdhamBaba,"Minister of Science, Technology and Innovation. MP for Tenggara, Johor.",Malaysia 🇲🇾,342,87088,4768,2020-03-10 08:15:28,2022-03-21 06:46:50,4,"InsyaAllah Malaysia akan mampu mencorak langkah dalam mengeluarkan produk vaksin sendiri yang bermutu, berkesan serta selamat mengikut syarat ditetapkan Bahagian Regulatori Farmasi Negara (NPRA).

#PPVN
#MGVI #Vaksin
#MerakyatkanSains
#MenginsankanTeknologi

2/2","[{'text': 'PPVN', 'indices': [197, 202]}, {'text': 'MGVI', 'indices': [203, 208]}, {'text': 'Vaksin', 'indices': [209, 216]}, {'text': 'MerakyatkanSains', 'indices': [217, 234]}, {'text': 'MenginsankanTeknologi', 'indices': [235, 257]}]"
shery_adhy,Read n Tweet anything I Like,Jakarta-Magelang,440,495,7123,2014-02-22 12:43:44,2022-03-21 06:38:02,0,"Next Booster
Better find Sinovac yg jinak gak galak...
kapok sama AZ, half dose aja tepar, gmn klo full dose... sekarat gw kali😂
Maaf klo milih, soal disesuaikan dg sikon pekerjaan.
#vaccine #VaksinBooster #VaksinEfektifAntibodi #Vaksin","[{'text': 'vaccine', 'indices': [182, 190]}, {'text': 'VaksinBooster', 'indices': [191, 205]}, {'text': 'VaksinEfektifAntibodi', 'indices': [206, 228]}, {'text': 'Vaksin', 'indices': [229, 236]}]"
nusabalicom,Media Berita Bali Online | Official Twitter Account Harian Umum NusaBali Email: info@nusabali.com,"Denpasar, Bali",359,2199,68731,2014-07-18 01:52:35,2022-03-21 06:35:32,0,"Vaksinasi Booster, Seluruh Daerah di Bali Lampaui 30% https://t.co/Fsy74qVIYi #berita #nusabali #VaksinasiBooster #VaksinCovid19","[{'text': 'berita', 'indices': [78, 85]}, {'text': 'nusabali', 'indices': [86, 95]}, {'text': 'VaksinasiBooster', 'indices': [96, 113]}, {'text': 'VaksinCovid19', 'indices': [114, 128]}]"
Watisusi00,Mama is the only reason why I stand stronger up to now! :),,5,0,34,2021-12-08 03:04:54,2022-03-21 05:44:18,0,Presiden Joko Widodo mengumumkan bahwa vaksin booster covid-19 akan diberikan gratis kepada seluruh masyarakat Indonesia #vaksin #AyoVaksinCovid19 https://t.co/sHGk7OESXu,"[{'text': 'vaksin', 'indices': [121, 128]}, {'text': 'AyoVaksinCovid19', 'indices': [129, 146]}]"
VitaNurmala7,"Perhatian sekecil apapun dari kamu, akan terasa sangat spesial bagiku.",,4,0,34,2021-12-08 02:01:11,2022-03-21 05:42:53,0,Presiden Joko Widodo mengumumkan bahwa vaksin booster covid-19 akan diberikan gratis kepada seluruh masyarakat Indonesia #vaksin #AyoVaksinCovid19 https://t.co/0aQOsRKAwa,"[{'text': 'vaksin', 'indices': [121, 128]}, {'text': 'AyoVaksinCovid19', 'indices': [129, 146]}]"
FajriantiMina,"Abis ngilang, tiba-tiba balik lagi tanpa ada rasa bersalah. Hebaaat :))",,2,0,35,2021-12-08 01:54:27,2022-03-21 05:41:52,0,Presiden Joko Widodo mengumumkan bahwa vaksin booster covid-19 akan diberikan gratis kepada seluruh masyarakat Indonesia #vaksin #AyoVaksinCovid19 https://t.co/KeRqMTySWQ,"[{'text': 'vaksin', 'indices': [121, 128]}, {'text': 'AyoVaksinCovid19', 'indices': [129, 146]}]"
aminiskandar,"Writer, Father",Kuala Lumpur City,1168,5205,124497,2008-11-03 01:35:28,2022-03-21 03:35:39,1,"Sementara itu, 94.6% populasi remaja telah lengkap divaksinasi.

#MalaysiaNow #MNow #MNowNews #Malaysia #COVID #boostershot #vaksin 

https://t.co/Ezwk1nSD7s","[{'text': 'MalaysiaNow', 'indices': [79, 91]}, {'text': 'MNow', 'indices': [92, 97]}, {'text': 'MNowNews', 'indices': [98, 107]}, {'text': 'Malaysia', 'indices': [108, 117]}, {'text': 'COVID', 'indices': [118, 124]}, {'text': 'boostershot', 'indices': [125, 137]}]"
MNowNews,MalaysiaNow brings you news and views on Malaysian current affairs.,"Kuala Lumpur, Malaysia ",4,1004,16838,2021-01-05 07:11:26,2022-03-21 03:35:28,1,"Sementara itu, 94.6% populasi remaja telah lengkap divaksinasi.

#MalaysiaNow #MNow #MNowNews #Malaysia #COVID #boostershot #vaksin 

https://t.co/Ezwk1nSD7s","[{'text': 'MalaysiaNow', 'indices': [65, 77]}, {'text': 'MNow', 'indices': [78, 83]}, {'text': 'MNowNews', 'indices': [84, 93]}, {'text': 'Malaysia', 'indices': [94, 103]}, {'text': 'COVID', 'indices': [104, 110]}, {'text': 'boostershot', 'indices': [111, 123]}, {'text': 'vaksin', 'indices': [124, 131]}]"
pmrjapenmuallim,Pejabat Penerangan Daerah Muallim,"Jalan Raja, 35000, Tapah Perak",44,7,479,2021-11-08 02:00:04,2022-03-21 03:09:52,0,"Kadar Vaksinasi Terkini di Malaysia (Sehingga 19 Mac 2022)
.
#VaksinCovid19
#PeneranganMuallim 
#PeneranganPerak
#JabatanPenerangan https://t.co/Lpbp2TEyQ4","[{'text': 'VaksinCovid19', 'indices': [61, 75]}, {'text': 'PeneranganMuallim', 'indices': [76, 94]}, {'text': 'PeneranganPerak', 'indices': [96, 112]}, {'text': 'JabatanPenerangan', 'indices': [113, 131]}]"
reshumastangsel,,"Tangerang, Indonesia",43,639,4071,2019-10-17 02:28:47,2022-03-21 03:08:02,1,"Pelayanan Vaksinasi Booster di Gerai Vaksin Presisi Polres Tangerang Selatan, Senin (21/3/2022)

Nyok #vaksin Booster
@poldametrojaya https://t.co/YOHhBjF1Yt","[{'text': 'vaksin', 'indices': [102, 109]}]"
lampungpost_,"Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post.","Lampung, Indonesia",4576,3808,58141,2018-02-09 06:38:00,2022-03-21 02:54:21,0,"Satgas covid-19 melaporkan jumlah warga Indonesia yang menerima dosis vaksin secara lengkap mencapai 154,26 juta jiwa hingga Minggu, 20 Maret 2022.

#Covid_19 #coronavirus #Vaksin #Lampungpost
https://t.co/ZYbV3McaZs","[{'text': 'Covid_19', 'indices': [149, 158]}, {'text': 'coronavirus', 'indices': [159, 171]}, {'text': 'Vaksin', 'indices': [172, 179]}, {'text': 'Lampungpost', 'indices': [180, 192]}]"
polisilinggau_,update Kegiatan polres Lubuklinggau polda sumsel dan polsek jajaran,"Lubuk Linggau Timur, Indonesia",34,19,1694,2021-06-12 16:05:48,2022-03-21 02:52:16,0,"Vaksin, bantu tingkatkan Herd Immunity

#vaksin #covid19 https://t.co/zhwX7QnqTD","[{'text': 'vaksin', 'indices': [40, 47]}, {'text': 'covid19', 'indices': [48, 56]}]"
myedisi9,Laporan berita dan analisis kami BENAR & SAHIH,Cyberjaya,82,420,6265,2020-02-04 14:17:19,2022-03-21 02:52:15,0,"Tempoh itu wajar dipertimbangkan sebelum kanak-kanak terbabit diberikan vaksin COVID-19 bagi mendapatkan perlindungan sewajarnya.

@DGHisham @KKMPutrajaya
#vaksin
#kanakkanak https://t.co/ZA6OeZ3PXc via @myedisi9","[{'text': 'vaksin', 'indices': [155, 162]}, {'text': 'kanakkanak', 'indices': [163, 174]}]"
Rakyat_Merdeka9,The Political News Leaders,,479,403,29028,2020-01-08 00:55:37,2022-03-21 02:43:37,4,"Nih, Faktor Yang Bisa Bikin Kasus Covid-19 Naik Lagi...

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/p5TBQ7zy0G","[{'text': 'Booster', 'indices': [77, 85]}, {'text': 'Vaksin', 'indices': [86, 93]}, {'text': 'vaksinasi', 'indices': [94, 104]}, {'text': 'Omicron', 'indices': [105, 113]}, {'text': 'OmicronVirus', 'indices': [114, 127]}]"
Rakyat_Merdeka9,The Political News Leaders,,479,403,29028,2020-01-08 00:55:37,2022-03-21 02:43:00,4,"Top News Koran Rakyat Merdeka

74 Persen Penduduk Pernah Positif Covid-19
Antibodi Sudah Tinggi Bukan Berarti Terbebas Infeksi...

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/F050aBqivz",[]
Rakyat_Merdeka9,The Political News Leaders,,479,403,29028,2020-01-08 00:55:37,2022-03-21 02:42:54,4,"Top News Koran Rakyat Merdeka

Masih Tetap Perlu Vaksinasi
86,6 Persen Masyarakat Sudah Punya Sistem Antibodi

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/4CirXbpbzu","[{'text': 'Booster', 'indices': [131, 139]}]"
Rakyat_Merdeka9,The Political News Leaders,,479,403,29028,2020-01-08 00:55:37,2022-03-21 02:42:40,4,"Vaksinasi Lansia Lelet, Ini Sebabnya

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/o7TQSWRjIe","[{'text': 'Booster', 'indices': [58, 66]}, {'text': 'Vaksin', 'indices': [67, 74]}, {'text': 'vaksinasi', 'indices': [75, 85]}, {'text': 'Omicron', 'indices': [86, 94]}, {'text': 'OmicronVirus', 'indices': [95, 108]}, {'text': 'OmicronVariant', 'indices': [109, 124]}, {'text': 'Corona', 'indices': [125, 132]}]"
EkonomiTerkini,,,38,130,19231,2019-11-06 08:12:46,2022-03-21 02:37:12,4,"Nih, Faktor Yang Bisa Bikin Kasus Covid-19 Naik Lagi...

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/p5TBQ7zy0G","[{'text': 'Booster', 'indices': [77, 85]}, {'text': 'Vaksin', 'indices': [86, 93]}, {'text': 'vaksinasi', 'indices': [94, 104]}, {'text': 'Omicron', 'indices': [105, 113]}, {'text': 'OmicronVirus', 'indices': [114, 127]}]"
EkonomiTerkini,,,38,130,19231,2019-11-06 08:12:46,2022-03-21 02:36:37,4,"Top News Koran Rakyat Merdeka

74 Persen Penduduk Pernah Positif Covid-19
Antibodi Sudah Tinggi Bukan Berarti Terbebas Infeksi...

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/F050aBqivz",[]
EkonomiTerkini,,,38,130,19231,2019-11-06 08:12:46,2022-03-21 02:36:15,4,"Vaksinasi Lansia Lelet, Ini Sebabnya

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/o7TQSWRjIe","[{'text': 'Booster', 'indices': [58, 66]}, {'text': 'Vaksin', 'indices': [67, 74]}, {'text': 'vaksinasi', 'indices': [75, 85]}, {'text': 'Omicron', 'indices': [86, 94]}, {'text': 'OmicronVirus', 'indices': [95, 108]}, {'text': 'OmicronVariant', 'indices': [109, 124]}, {'text': 'Corona', 'indices': [125, 132]}]"
EkonomiTerkini,,,38,130,19231,2019-11-06 08:12:46,2022-03-21 02:35:35,4,"Top News Koran Rakyat Merdeka

Masih Tetap Perlu Vaksinasi
86,6 Persen Masyarakat Sudah Punya Sistem Antibodi

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/4CirXbpbzu","[{'text': 'Booster', 'indices': [131, 139]}]"
rudiantarahehe,,,69,4,540,2020-12-16 06:54:05,2022-03-21 02:35:21,0,"Vaksinasi anak aman loh. Nggak percaya? Coba simak..

#VaksinAnak #VaksinCovid19 #TwentyFiveTwentyOneEp12 #GMFImakinMantab https://t.co/c8Kz2NnZTP","[{'text': 'VaksinAnak', 'indices': [54, 65]}, {'text': 'VaksinCovid19', 'indices': [66, 80]}, {'text': 'TwentyFiveTwentyOneEp12', 'indices': [81, 105]}, {'text': 'GMFImakinMantab', 'indices': [106, 122]}]"
_rakyatmerdeka,official akun Rakyat Merdeka Digital,,4,30,3035,2021-12-23 13:39:54,2022-03-21 02:15:00,4,"Nih, Faktor Yang Bisa Bikin Kasus Covid-19 Naik Lagi...

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/p5TBQ7zy0G","[{'text': 'Booster', 'indices': [57, 65]}, {'text': 'Vaksin', 'indices': [66, 73]}, {'text': 'vaksinasi', 'indices': [74, 84]}, {'text': 'Omicron', 'indices': [85, 93]}, {'text': 'OmicronVirus', 'indices': [94, 107]}, {'text': 'OmicronVariant', 'indices': [108, 123]}, {'text': 'Corona', 'indices': [124, 131]}, {'text': 'coronavirus', 'indices': [132, 144]}, {'text': 'COVID19', 'indices': [145, 153]}, {'text': 'COVID', 'indices': [154, 160]}, {'text': 'RakyatMerdeka', 'indices': [161, 175]}, {'text': 'RMid', 'indices': [176, 181]}]"
YudaPra85206337,,"Bandung, Jawa Barat",3,10,1145,2021-05-24 05:03:07,2022-03-21 02:09:00,0,"Semangat Membangun Nusantara - Vaksin Anak Aman Dan Ampuh Tangkal Virus Corona
#vaksin
#anak
#vaksinanak
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/U0j82fKHGn","[{'text': 'vaksin', 'indices': [79, 86]}, {'text': 'anak', 'indices': [87, 92]}, {'text': 'vaksinanak', 'indices': [93, 104]}, {'text': 'covid', 'indices': [105, 111]}, {'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'corona', 'indices': [130, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'pandemi', 'indices': [151, 159]}]"
infodepokterki1,,"Depok, Jawa Barat",6,10,1234,2020-09-01 03:36:37,2022-03-21 02:09:00,0,"Semangat Membangun Nusantara - Vaksin Anak Aman Dan Ampuh Tangkal Virus Corona
#vaksin
#anak
#vaksinanak
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/n2xpFj62TC","[{'text': 'vaksin', 'indices': [79, 86]}, {'text': 'anak', 'indices': [87, 92]}, {'text': 'vaksinanak', 'indices': [93, 104]}, {'text': 'covid', 'indices': [105, 111]}, {'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'corona', 'indices': [130, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'pandemi', 'indices': [151, 159]}]"
DavinaKeana6,,"Bogor, Jawa Barat",25,9,1390,2020-07-13 03:11:42,2022-03-21 02:09:00,0,"Semangat Membangun Nusantara - Vaksin Anak Aman Dan Ampuh Tangkal Virus Corona
#vaksin
#anak
#vaksinanak
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/mdBVEU2fFE","[{'text': 'vaksin', 'indices': [79, 86]}, {'text': 'anak', 'indices': [87, 92]}, {'text': 'vaksinanak', 'indices': [93, 104]}, {'text': 'covid', 'indices': [105, 111]}, {'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'corona', 'indices': [130, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'pandemi', 'indices': [151, 159]}]"
SindyAp59526417,,"Bandung, Jawa Barat",3,6,1171,2021-05-24 05:22:15,2022-03-21 02:09:00,0,"Semangat Membangun Nusantara - Vaksin Anak Aman Dan Ampuh Tangkal Virus Corona
#vaksin
#anak
#vaksinanak
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/KhPPonaHMz","[{'text': 'vaksin', 'indices': [79, 86]}, {'text': 'anak', 'indices': [87, 92]}, {'text': 'vaksinanak', 'indices': [93, 104]}, {'text': 'covid', 'indices': [105, 111]}, {'text': 'vaksinbooster', 'indices': [115, 129]}, {'text': 'corona', 'indices': [130, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'pandemi', 'indices': [151, 159]}]"
DavinaKeana6,,"Bogor, Jawa Barat",25,9,1390,2020-07-13 03:11:42,2022-03-21 02:00:01,0,"Semangat Membangun Nusantara - Cegah Penularan Transmisi Lokal Covid-19
#vaksin
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/ddwkHw8zn0","[{'text': 'vaksin', 'indices': [72, 79]}, {'text': 'covid', 'indices': [80, 86]}, {'text': 'vaksinbooster', 'indices': [90, 104]}, {'text': 'corona', 'indices': [105, 112]}, {'text': 'coronavirus', 'indices': [113, 125]}, {'text': 'pandemi', 'indices': [126, 134]}]"
infodepokterki1,,"Depok, Jawa Barat",6,10,1234,2020-09-01 03:36:37,2022-03-21 02:00:00,0,"Semangat Membangun Nusantara - Cegah Penularan Transmisi Lokal Covid-19
#vaksin
#covid-19
#vaksinbooster
#corona
#coronavirus
#Pandemi https://t.co/KHLVN03Wgh","[{'text': 'vaksin', 'indices': [72, 79]}, {'text': 'covid', 'indices': [80, 86]}, {'text': 'vaksinbooster', 'indices': [90, 104]}, {'text': 'corona', 'indices': [105, 112]}, {'text': 'coronavirus', 'indices': [113, 125]}, {'text': 'Pandemi', 'indices': [126, 134]}]"
YudaPra85206337,,"Bandung, Jawa Barat",3,10,1145,2021-05-24 05:03:07,2022-03-21 02:00:00,0,"Semangat Membangun Nusantara - Cegah Penularan Transmisi Lokal Covid-19
#vaksin
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/2KJwhjkrk4","[{'text': 'vaksin', 'indices': [72, 79]}, {'text': 'covid', 'indices': [80, 86]}, {'text': 'vaksinbooster', 'indices': [90, 104]}, {'text': 'corona', 'indices': [105, 112]}, {'text': 'coronavirus', 'indices': [113, 125]}, {'text': 'pandemi', 'indices': [126, 134]}]"
SindyAp59526417,,"Bandung, Jawa Barat",3,6,1171,2021-05-24 05:22:15,2022-03-21 02:00:00,0,"Semangat Membangun Nusantara - Cegah Penularan Transmisi Lokal Covid-19
#vaksin
#covid-19
#vaksinbooster
#corona
#coronavirus
#pandemi https://t.co/76grAn9Hte","[{'text': 'vaksin', 'indices': [72, 79]}, {'text': 'covid', 'indices': [80, 86]}, {'text': 'vaksinbooster', 'indices': [90, 104]}, {'text': 'corona', 'indices': [105, 112]}, {'text': 'coronavirus', 'indices': [113, 125]}, {'text': 'pandemi', 'indices': [126, 134]}]"
PMRSemporna_,,Semporna,209,145,13298,2020-02-12 01:35:16,2022-03-21 01:20:17,78,"Anda mempunyai pertanyaan berkenaan pemberian vaksin CoronaVac (Sinovac) dalam #PICKids? Dikongsikan pautan kepada soalan-soalan lazim berkenaan PICKids CoronaVac (Sinovac):

https://t.co/ikyBajdMGR

#VaksinCovid19
#KeluargaMalaysia
#JabatanPenerangan https://t.co/CzVwsSqsjN","[{'text': 'PICKids', 'indices': [96, 104]}]"
_rakyatmerdeka,official akun Rakyat Merdeka Digital,,4,30,3035,2021-12-23 13:39:54,2022-03-21 01:15:00,4,"Top News Koran Rakyat Merdeka

74 Persen Penduduk Pernah Positif Covid-19
Antibodi Sudah Tinggi Bukan Berarti Terbebas Infeksi...

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/F050aBqivz","[{'text': 'Booster', 'indices': [131, 139]}, {'text': 'Vaksin', 'indices': [140, 147]}, {'text': 'vaksinasi', 'indices': [148, 158]}, {'text': 'Omicron', 'indices': [159, 167]}, {'text': 'OmicronVirus', 'indices': [168, 181]}, {'text': 'OmicronVariant', 'indices': [182, 197]}, {'text': 'Corona', 'indices': [198, 205]}, {'text': 'coronavirus', 'indices': [206, 218]}, {'text': 'COVID19', 'indices': [219, 227]}, {'text': 'COVID', 'indices': [228, 234]}, {'text': 'RakyatMerdeka', 'indices': [235, 249]}, {'text': 'RMid', 'indices': [250, 255]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-21 01:09:55,2,"Ayo vaksinasi Covid-19 untuk Indonesia Sehat, dan tetap disiplin Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksinbooster #vaksìnuntukindonesia #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/lla9ShRHMP","[{'text': 'ayovaksìncovid19', 'indices': [93, 110]}, {'text': 'ayokitavaksin', 'indices': [111, 125]}]"
humaspolsektbn,,,2,3,1348,2021-01-24 02:25:18,2022-03-21 01:08:44,0,"Ayo vaksinasi Covid-19 untuk Indonesia Sehat, dan tetap disiplin Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksinbooster #vaksìnuntukindonesia #vaksinserentak #vaksìnasicovid19 #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/LjPGsQmPPC","[{'text': 'ayovaksìncovid19', 'indices': [73, 90]}, {'text': 'ayokitavaksin', 'indices': [91, 105]}, {'text': 'vaksinbooster', 'indices': [106, 120]}, {'text': 'vaksìnuntukindonesia', 'indices': [121, 142]}, {'text': 'vaksinserentak', 'indices': [143, 158]}, {'text': 'vaksìnasicovid19', 'indices': [159, 176]}, {'text': 'vaksìncovid19', 'indices': [177, 191]}, {'text': 'bersatulawancovid19', 'indices': [192, 212]}, {'text': 'polrestabanan', 'indices': [213, 227]}]"
